line_id,order_id,order_date,customer_id,customer_segment,branch_id,branch_name,city,region,latitude,longitude,sales_channel,payment_method,product_id,product_name,category,quantity,unit_price_sar,discount_pct,unit_cost_sar,revenue_sar,cost_sar,profit_sar,Year,,,
106,O000051,5/23/2024,C10551,Regular,B11,Khobar Center,Khobar,Eastern Province,26.2172,50.1971,Online,Mada,P005,Smart Watch 1,Electronics,1,284.89,10%,211.85,256.4,211.85,44.55,2024,,,
107,O000052,9/20/2024,C03582,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Apple Pay,P076,Notebook Set 4,Office,1,25.17,15%,17.15,21.39,17.15,4.24,2024,,,
108,O000052,9/20/2024,C03582,New,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Apple Pay,P002,Headphones 2,Electronics,1,106.35,0%,57.18,106.35,57.18,49.17,2024,,,
109,O000053,8/16/2025,C00926,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P029,Coffee Maker 1,Home,2,692.01,5%,474.65,1314.82,949.3,365.52,2025,,,
110,O000053,8/16/2025,C00926,VIP,B08,Makkah Center,Makkah,Makkah,21.3891,39.8579,Online,Mada,P060,Hair Care 4,Beauty,1,80.2,0%,59.06,80.2,59.06,21.14,2025,,,
111,O000054,7/21/2025,C07120,New,B13,Madinah Center,Madinah,Madinah,24.5247,39.5692,Online,Cash,P066,Dumbbell Set 2,Sports,1,135.8,15%,88.83,115.43,88.83,26.6,2025,,,
112,O000055,11/7/2024,C01196,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Mada,P073,Notebook Set 1,Office,1,75.1,0%,36.28,75.1,36.28,38.82,2024,,,
113,O000055,11/7/2024,C01196,New,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,Online,Mada,P039,Sneakers 3,Fashion,1,522.78,0%,375.84,522.78,375.84,146.94,2024,,,
114,O000056,6/14/2024,C08427,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P027,Desk Lamp 3,Home,1,67.97,0%,35.23,67.97,35.23,32.74,2024,,,
115,O000056,6/14/2024,C08427,Regular,B05,Jeddah North,Jeddah,Makkah,21.65,39.122,In-store,Visa,P051,Fragrance 3,Beauty,1,458.43,0%,260.93,458.43,260.93,197.5,2024,,,
116,O000057,9/12/2024,C05283,VIP,B07,Jeddah South,Jeddah,Makkah,21.42,39.235,Online,Mada,P044,Backpack 4,Fashion,1,81.98,5%,60.65,77.88,60.65,17.23,2024,,,
117,O000058,12/26/2024,C06003,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mada,P051,Fragrance 3,Beauty,1,446.86,0%,260.93,446.86,260.93,185.93,2024,,,
118,O000058,12/26/2024,C06003,Regular,B06,Jeddah Center,Jeddah,Makkah,21.5433,39.1728,In-store,Mada,P080,Office Chair 4,Office,2,382.47,5%,222.42,726.69,444.84,281.85,2024,,,
119,O000059,5/31/2024,C02395,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P077,Office Chair 1,Office,2,436.76,15%,341.46,742.49,682.92,59.57,2024,,,
120,O000059,5/31/2024,C02395,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Visa,P036,Jacket 4,Fashion,1,177.64,5%,115.15,168.76,115.15,53.61,2024,,,
121,O000060,9/2/2024,C02917,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mastercard,P047,T-Shirt 3,Fashion,1,77.67,15%,56.49,66.02,56.49,9.53,2024,,,
122,O000060,9/2/2024,C02917,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mastercard,P054,Skin Care 2,Beauty,1,247.85,0%,186.83,247.85,186.83,61.02,2024,,,
123,O000060,9/2/2024,C02917,Regular,B04,Riyadh East,Riyadh,Riyadh,24.772,46.806,In-store,Mastercard,P013,Speaker 1,Electronics,1,102.85,0%,85.82,102.85,85.82,17.03,2024,,,
124,O000061,12/30/2025,C07380,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P078,Office Chair 2,Office,2,739.63,5%,369.32,1405.3,738.64,666.66,2025,,,
125,O000061,12/30/2025,C07380,Regular,B01,Riyadh North,Riyadh,Riyadh,24.7743,46.7386,In-store,Mastercard,P019,Bedding Set 3,Home,1,239.92,10%,127.42,215.93,127.42,88.51,2025,,,
126,O000062,2/10/2025,C05976,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P057,Hair Care 1,Beauty,1,105.4,0%,55.23,105.4,55.23,50.17,2025,,,
127,O000062,2/10/2025,C05976,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P038,Sneakers 2,Fashion,2,181.59,0%,113.57,363.18,227.14,136.04,2025,,,
128,O000062,2/10/2025,C05976,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P044,Backpack 4,Fashion,1,83.38,20%,60.65,66.7,60.65,6.05,2025,,,
129,O000062,2/10/2025,C05976,New,B03,Riyadh South,Riyadh,Riyadh,24.635,46.721,In-store,Apple Pay,P077,Office Chair 1,Office,1,409.08,10%,341.46,368.17,341.46,26.71,2025,,,
